Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Utility gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Luxury gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.354 : B3 gifted Essential gift to G4
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Luxury gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Luxury gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Essential gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Luxury gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Essential gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Essential gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Luxury gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Utility gift to G0
Timestamp = 2017-02-26 10:12:26.355 : B0 gifted Luxury gift to G0
luxury gift given budget allowed
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Essential gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Essential gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Essential gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Utility gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Utility gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Utility gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Essential gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Utility gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Utility gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Utility gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Utility gift to G1
Timestamp = 2017-02-26 10:12:26.355 : B5 gifted Luxury gift to G1
luxury gift given budget allowed
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Essential gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Essential gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Essential gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Essential gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.355 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Utility gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Essential gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B4 gifted Luxury gift to G3
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Essential gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Essential gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Essential gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Utility gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Utility gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Utility gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Essential gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Utility gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Utility gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
Timestamp = 2017-02-26 10:12:26.356 : B2 gifted Luxury gift to G2
