Timestamp = 2017-02-26 10:12:26.342 : G0 is checking out B0
Timestamp = 2017-02-26 10:12:26.35 : G0 checked out successfully and now is in relation with B0
Timestamp = 2017-02-26 10:12:26.35 : G1 is checking out B0
Timestamp = 2017-02-26 10:12:26.35 : G1 is checking out B1
Timestamp = 2017-02-26 10:12:26.35 : G1 is checking out B2
Timestamp = 2017-02-26 10:12:26.35 : G1 is checking out B3
Timestamp = 2017-02-26 10:12:26.35 : G1 is checking out B4
Timestamp = 2017-02-26 10:12:26.35 : G1 is checking out B5
Timestamp = 2017-02-26 10:12:26.35 : G1 checked out successfully and now is in relation with B5
Timestamp = 2017-02-26 10:12:26.35 : G2 is checking out B0
Timestamp = 2017-02-26 10:12:26.35 : G2 is checking out B1
Timestamp = 2017-02-26 10:12:26.35 : G2 is checking out B2
Timestamp = 2017-02-26 10:12:26.35 : G2 checked out successfully and now is in relation with B2
Timestamp = 2017-02-26 10:12:26.35 : G3 is checking out B0
Timestamp = 2017-02-26 10:12:26.35 : G3 is checking out B1
Timestamp = 2017-02-26 10:12:26.35 : G3 is checking out B2
Timestamp = 2017-02-26 10:12:26.35 : G3 is checking out B3
Timestamp = 2017-02-26 10:12:26.35 : G3 is checking out B4
Timestamp = 2017-02-26 10:12:26.35 : G3 checked out successfully and now is in relation with B4
Timestamp = 2017-02-26 10:12:26.35 : G4 is checking out B0
Timestamp = 2017-02-26 10:12:26.351 : G4 is checking out B1
Timestamp = 2017-02-26 10:12:26.351 : G4 is checking out B2
Timestamp = 2017-02-26 10:12:26.351 : G4 is checking out B3
Timestamp = 2017-02-26 10:12:26.351 : G4 checked out successfully and now is in relation with B3
